id_servico;id_orgao;nome_orgao;servico;servico_digital;avaliacoes_negativas;avaliacoes_positivas;porcentagem_digital
1683;37529;Ministério da Fazenda (MF);Realizar serviços de CPF para residentes no exterior;true;0;4;66
1692;4715;Banco Central do Brasil (BACEN);Realizar compra ou venda de moeda estrangeira;false;3;5;50
1695;37544;Ministério do Meio Ambiente (MMA);Obter informações sobre as florestas nacionais;false;1;1;100
1694;822;Advocacia-Geral da União (AGU);Obter defesa de terras da União tradicionalmente ocupadas por indígenas;false;0;1;100
886;36783;Instituto Nacional da Propriedade Industrial (INPI);Registrar marca;false;14;15;100
1689;4715;Banco Central do Brasil (BACEN);Obter cédulas e moedas metálicas para o meio circulante;false;3;1;0
1691;37527;Ministério da Defesa (MD);Obter previsões do tempo para a região da Amazônia Legal;false;0;0;100
1696;37531;Ministério da Integração Nacional (MI);Obter indicadores de desenvolvimento regional;false;2;0;100
2240;912;Agência Nacional de Transportes Aquaviários (ANTAQ);Obter autorização e Registro para Afretamento de Embarcação Estrangeira;false;0;0;100
2346;23734;Departamento Nacional de Produção Mineral (DNPM);Obter aprovação de rótulo de água mineral;false;0;1;0
3370;37532;Ministério da Justiça  (MJ);Obter Cópia de Decisão de recurso da Polícia Rodoviária Federal;false;30;6;0
2347;23734;Departamento Nacional de Produção Mineral (DNPM);Ser autorizado a importar água mineral;false;1;1;0
1521;37534;Ministério da Saúde (MS);Habilitar serviço de referência para diagnóstico e tratamento de câncer do colo do útero e de mama.;false;2;1;0
2355;37532;Ministério da Justiça  (MJ);Verificar Autenticidade de Boletim de Acidente;true;0;0;100
2348;23734;Departamento Nacional de Produção Mineral (DNPM);Cadastrar produtores e comerciantes de diamantes brutos;true;0;4;100
4814;36785;Instituto Nacional de Colonização e Reforma Agrária (INCRA);Atualizar cadastro de beneficiário;false;2;1;100
2352;37532;Ministério da Justiça  (MJ);Credenciar Instrutor de Armamento e Tiro;false;1;14;0
2349;37532;Ministério da Justiça  (MJ);Emitir Guia de Trânsito para o Transporte de Arma de Fogo;false;9;54;50
1270;37534;Ministério da Saúde (MS);Habilitar-se na Alta Complexidade em Traumato-Ortopedia;false;2;2;50
2353;37532;Ministério da Justiça  (MJ);Emitir a Credencial de Armeiro;false;0;10;0
2350;37532;Ministério da Justiça  (MJ);Credenciar psicólogo para emissão de comprovante de aptidão psicológica para manuseio de armas de fogo;false;3;13;0
1001;37529;Ministério da Fazenda (MF);Regularizar o CPF;false;191;131;100
2550;36802;Instituto Nacional do Seguro Social (INSS);Cadastrar Declaração de Cárcere;false;36;18;50
2354;37532;Ministério da Justiça  (MJ);Obter boletim de acidente de trânsito;true;8;1;100
3153;909;Agência Nacional de Energia Elétrica (ANEEL);Obter autorização para estudos geológicos e topográficos.;false;1;2;0
48;36802;Instituto Nacional do Seguro Social (INSS);Aposentar-se por razão de invalidez.;false;48;149;66
1070;37529;Ministério da Fazenda (MF);Atualizar base de Pessoas Jurídicas;false;53;3;100
1224;37524;Ministério da Agricultura, Pecuária e Abastecimento (MAPA);Cadastrar operador aeroagrícola;false;5;3;0
2535;36802;Instituto Nacional do Seguro Social (INSS);Requerer antecipação de pagamento;false;16;5;100
1156;37529;Ministério da Fazenda (MF);Acompanhar Processo Administrativo Punitivo;false;67;13;0
2513;36802;Instituto Nacional do Seguro Social (INSS);Obter Carta de Concessão e Memória de Cálculo do PIS ou PASEP;false;72;42;50
935;37524;Ministério da Agricultura, Pecuária e Abastecimento (MAPA);Cancelar registro de funcionamento para estabelecimentos que lidam com produtos destinados à alimentação animal.;false;0;0;0
1406;37524;Ministério da Agricultura, Pecuária e Abastecimento (MAPA);Habilitar-se para emissão da Guia de Trânsito Animal;false;9;10;50
2428;34310;Fundação Nacional de Saúde (FUNASA);Obter apoio financeiro para implementação de projetos de resíduos sólidos;false;0;0;100
2358;34300;Fundação Biblioteca Nacional (FBN);Obter auxílio para dificuldades de acessibilidade em pesquisas na Biblioteca Nacional;false;0;0;50
1174;37526;Ministério da Cultura (MinC);Assistir filmes nas salas da Cinemateca Brasileira;false;0;5;50
2359;34300;Fundação Biblioteca Nacional (FBN);Realizar pesquisa a distância na Biblioteca Nacional;true;0;2;100
1514;37544;Ministério do Meio Ambiente (MMA);Cadastrar povo ou comunidade tradicional no banco de dados do Portal Ypadê;true;0;3;100
949;37524;Ministério da Agricultura, Pecuária e Abastecimento (MAPA);Cadastrar cursos sobre Brucelose e Tuberculose Animal e sobre Encefalopatias Espongiformes Transmissíveis;false;1;3;0
263;37527;Ministério da Defesa (MD);Cadastrar empresa estratégica de Defesa;false;4;1;0
751;37530;Ministério da Indústria, Comércio Exterior e Serviços (MDIC);Cadastrar empresa no Registro Especial de Empresas Comerciais Exportadoras;false;1;3;0
1407;37524;Ministério da Agricultura, Pecuária e Abastecimento (MAPA);Habilitar-se para emissão de Certificado de Inspeção Sanitária;false;1;9;25
3157;909;Agência Nacional de Energia Elétrica (ANEEL);Adequar contratos de concessão e permissão.;false;3;3;0
974;37542;Ministério do Desenvolvimento Social  (MDS);Cadastrar-se no Programa de Fomento às Atividades Produtivas Rurais;false;1;43;0
1043;37534;Ministério da Saúde (MS);Candidatar-se ao prêmio INOVASUS;false;2;10;75
2565;37021;Instituto de Pesquisas Jardim Botânico do Rio de Janeiro (JBRJ);Realizar visitas guiadas a pé ao Jardim Botânico do Rio de Janeiro;false;0;0;50
2360;34300;Fundação Biblioteca Nacional (FBN);Receber doação de livros;false;4;69;50
1516;37544;Ministério do Meio Ambiente (MMA);Capacitar-se em temáticas socioambientais;false;3;13;100
992;37528;Ministério da Educação (MEC);Capacitar-se na gestão dos sistemas de ensino e das políticas educacionais;false;2;10;50
1103;37535;Ministério da Transparência e Controladoria-Geral da União (CGU);Consultar dados no Portal da Transparência do Governo Federal;true;68;38;100
1530;37534;Ministério da Saúde (MS);Criar leitos de retaguarda de terapia intensiva;false;2;1;0
1254;37528;Ministério da Educação (MEC);Capacitar-se e certificar-se em linguas estrangeiras;false;11;75;100
1299;37542;Ministério do Desenvolvimento Social  (MDS);Capacitar-se para utilizar o Sistema de Cadastro Único V7 e o Sistema de Gestão de Benefícios;false;2;12;0
1412;37524;Ministério da Agricultura, Pecuária e Abastecimento (MAPA);Certificar sementes para exportação;false;0;0;0
1478;37529;Ministério da Fazenda (MF);Complementar dados no CPF;false;25;33;100
1750;37534;Ministério da Saúde (MS);Conhecer a Relação de Medicamentos Essencias do SUS;false;9;10;100
1338;37534;Ministério da Saúde (MS);Capacitar-se em assistência farmacêutica e nas funcionalidades do Sistema Hórus;false;1;14;100
1542;37534;Ministério da Saúde (MS);Capacitar-se em assistência farmacêutica e nas funcionalidades do Sistema Hórus com foco no componente especializado.;false;1;6;100
1543;37534;Ministério da Saúde (MS);Capacitar-se em assistência farmacêutica e nas funcionalidades do Sistema Hórus para equipes que trabalham com população indígena;false;0;2;100
1410;37524;Ministério da Agricultura, Pecuária e Abastecimento (MAPA);Certificar sementes e mudas;false;1;1;0
1321;37529;Ministério da Fazenda (MF);Conhecer ou contestar o Fator Acidentário de Prevenção;false;1;1;100
1740;37528;Ministério da Educação (MEC);Capacitar-se para acolher os médicos selecionados para o Programa Mais Médicos;false;2;1;0
1190;37524;Ministério da Agricultura, Pecuária e Abastecimento (MAPA);Credenciar responsável técnico no Registro Nacional de Sementes e Mudas;false;1;14;75
3176;917;Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP);Obter autorização para Revenda Varejista de Combustíveis de Aviação;false;0;0;0
1052;37529;Ministério da Fazenda (MF);Comprar Títulos Públicos Federais;false;0;12;75
929;37524;Ministério da Agricultura, Pecuária e Abastecimento (MAPA);Comprar biofungicida Tricovab para a vassoura-de-bruxa do cacaueiro;false;1;6;0
3164;917;Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP);Obter Anuência para Importação e Exportação de Petróleo e Derivados;false;0;1;100
2417;34309;Fundação Nacional de Artes (FUNARTE);Obter consultoria e arters cênicas;false;0;0;100
1760;37529;Ministério da Fazenda (MF);Julgar recursos em última instância administrativa;false;0;2;100
1079;37532;Ministério da Justiça  (MJ);Consultar Documentos do Acervo do Arquivo Nacional;false;6;5;100
1706;37539;Ministério das Relações Exteriores (MRE);Consultar acervo do Arquivo Central do Itamaraty;true;0;8;66
1300;37528;Ministério da Educação (MEC);Implementar um grupo PET;false;0;1;50
731;37530;Ministério da Indústria, Comércio Exterior e Serviços (MDIC);Instalar projeto industrial em Zonas de Processamento de Exportação;false;0;0;66
2420;34309;Fundação Nacional de Artes (FUNARTE);Solicitar empréstimo de item do acervo do Cedoc - Funarte;false;0;0;100
1147;37529;Ministério da Fazenda (MF);Consultar débitos inscritos em dívida ativa da União;true;111;30;33
2244;912;Agência Nacional de Transportes Aquaviários (ANTAQ);Obter autorização para a incorporação ou desincorporação de bens do acervo patrimonial dos portos públicos;false;0;0;100
2251;913;Agência Nacional de Transportes Terrestres (ANTT);Requerer licença de viagem em regime de fretamento contínuo;true;1;1;100
2256;913;Agência Nacional de Transportes Terrestres (ANTT);Solicitar exclusão do encargo de Responsável Técnico no RNTRC;false;0;2;0
2541;36802;Instituto Nacional do Seguro Social (INSS);Mudar situação de benefícios;false;22;10;50
2418;34309;Fundação Nacional de Artes (FUNARTE);Ocupar um dos equipamentos culturais da Funarte;false;0;2;25
2419;34309;Fundação Nacional de Artes (FUNARTE);Consultar o acervo do Cedoc-Funarte;true;0;1;100
1536;37534;Ministério da Saúde (MS);Criar leitos clínicos de retaguarda;false;5;0;0
1762;37534;Ministério da Saúde (MS);Criar um núcleo de apoio à Saúde da Família;false;0;3;0
2577;37021;Instituto de Pesquisas Jardim Botânico do Rio de Janeiro (JBRJ);Obter declarações e histórico escolar da Escola Nacional de Botânica Tropical;false;1;0;100
1491;37529;Ministério da Fazenda (MF);Declarar Serviços Médicos e da Saúde;false;2;2;100
1160;37534;Ministério da Saúde (MS);Inscrever-se na Universidade Aberta do SUS;true;1;37;100
1489;37529;Ministério da Fazenda (MF);Declarar Movimentações Financeiras;false;1;0;100
1049;37525;Ministério da Ciência, Tecnologia, Inovações e Comunicações (MCTIC);Examinar pedra preciosa;false;1;16;25
1735;37534;Ministério da Saúde (MS);Habilitar-se como Serviços de Alta Complexidade Cardiovascular;false;0;3;50
1493;37529;Ministério da Fazenda (MF);Declarar Transferência de Titularidade de Ações;false;0;1;100
2361;34300;Fundação Biblioteca Nacional (FBN);Obter apoio à Tradução e Publicação de Autores Brasileiros no Exterior;false;0;2;83
2363;34301;Fundação Casa de Rui Barbosa (FCRB);Participar de visita guiada às exposições de documentos arquivísticos;false;0;0;50
2367;34301;Fundação Casa de Rui Barbosa (FCRB);Participar de eventos científicos da Fundação Casa de Rui Barbosa;false;0;1;0
2362;34300;Fundação Biblioteca Nacional (FBN);Obter apoio técnico para tratamento de acervos raros;false;0;0;75
2365;34301;Fundação Casa de Rui Barbosa (FCRB);Publicar artigos na revista da Fundação Casa de Rui Barbosa;false;0;3;100
2368;34312;Fundação Oswaldo Cruz (FIOCRUZ);Receber consulta médica em Tuberculose.;false;1;4;0
2421;34309;Fundação Nacional de Artes (FUNARTE);Obter reprodução digital de itens do acervo do Cedoc-Funarte;false;0;0;0
1132;37528;Ministério da Educação (MEC);Obter apoio e assistência técnica do Plano de Ações Articuladas;true;3;9;100
2364;34301;Fundação Casa de Rui Barbosa (FCRB);Obter bolsa de iniciação científica em projetos de pesquisa da FCRB.;false;0;1;33
2466;36722;Instituto Brasileiro de Museus (IBRAM);Registrar Museu;false;1;2;75
2739;7581;Comissão Nacional de Energia Nuclear (CNEN);Obter aprovação de local para instalações de armazenamento de material nuclear;false;0;0;0
912;822;Advocacia-Geral da União (AGU);Obter assessoria jurídica para questões indígenas;false;1;3;0
2369;34312;Fundação Oswaldo Cruz (FIOCRUZ);Receber tratamento médico especializado em infectologia;false;0;1;0
2496;36789;Instituto Nacional de Educação de Surdos (INES);Realizar seminário sobre a educação de surdos;false;0;2;66
2370;34312;Fundação Oswaldo Cruz (FIOCRUZ);Obter tratamento especializado contra Hanseníase;false;0;0;0
1111;37534;Ministério da Saúde (MS);Obter apoio técnico e capacitação para atenção a pessoas com doença Falciforme;false;1;1;0
2433;34310;Fundação Nacional de Saúde (FUNASA);Obter apoio técnico e financeiro para projetos de educação em saúde ambiental;false;0;3;100
2424;34310;Fundação Nacional de Saúde (FUNASA);Obter assistência técnica para serviços públicos de saneamento;false;2;0;0
2498;36789;Instituto Nacional de Educação de Surdos (INES);Obter palestra sobre educação de surdos;false;0;5;50
2371;34312;Fundação Oswaldo Cruz (FIOCRUZ);Obter tratamento em Ginecologia Cirúrgica;false;2;3;0
3167;917;Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP);Obter autorização para Atividade de Distribuição de Combustível de Aviação;false;0;0;0
2426;34310;Fundação Nacional de Saúde (FUNASA);Obter apoio financeiro para o controle da Doença de Chagas por meio de melhorias habitacionais;false;0;0;100
4350;7907;Comissão de Valores Mobiliários (CVM);Solicitar Levantamento de Débitos ou Créditos junto à CVM;false;0;0;100
2442;34307;Fundação Joaquim Nabuco (FUNDAJ);Publicar trabalho na Revista Cadernos de Estudos Sociais;false;0;0;100
2740;7581;Comissão Nacional de Energia Nuclear (CNEN);Obter Licença de construção para instalações de armazenamento de material nuclear;false;0;0;0
5203;36802;Instituto Nacional do Seguro Social (INSS);Obter Atualização de Dados do Imposto de Renda - Retificação da DIRF;false;1;0;100
2372;34312;Fundação Oswaldo Cruz (FIOCRUZ);Realizar Mamografia na Fiocruz;false;1;1;0
2429;34310;Fundação Nacional de Saúde (FUNASA);Obter apoio financeiro para gerenciamento de resíduos sólidos;false;1;4;100
2479;36726;Instituto Chico Mendes de Conservação da Biodiversidade (ICMBio);Obter Compensação de Reserva Legal;false;0;5;100
2373;34312;Fundação Oswaldo Cruz (FIOCRUZ);Realizar internação de pacientes com diagnóstico de doença infecciosas;false;1;0;0
2374;34312;Fundação Oswaldo Cruz (FIOCRUZ);Passar por procedimento de Videolaparoscopia em Ginecologia;false;2;2;0
2431;34310;Fundação Nacional de Saúde (FUNASA);Receber apoio financeiro para drenagem e manejo ambiental em áreas endêmicas de malária;false;0;0;100
2506;36793;Instituto Nacional de Metrologia, Qualidade e Tecnologia (INMETRO);Fazer Mestrado ou Doutorado em Biotecnologia;false;0;4;100
2797;36724;Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA);Obter autorização para o uso e comercialização de aditivo para combustível automotivo;false;0;0;100
2376;34312;Fundação Oswaldo Cruz (FIOCRUZ);Realizar vacinação contra Formas graves da Tuberculose;false;1;1;0
2381;34312;Fundação Oswaldo Cruz (FIOCRUZ);Visitar o Museu da Vida;false;0;3;0
2504;36793;Instituto Nacional de Metrologia, Qualidade e Tecnologia (INMETRO);Obter autorização para uso do selo de identificação da conformidade em material publicitário;false;0;0;100
2377;34312;Fundação Oswaldo Cruz (FIOCRUZ);Realizar vacinação em adultos e crianças portadoras de doença crônica;false;0;1;0
2469;36722;Instituto Brasileiro de Museus (IBRAM);Obter apoio financeiro para ações e iniciativas de reconhecimento e valorização da memória social;false;0;1;50
2505;36793;Instituto Nacional de Metrologia, Qualidade e Tecnologia (INMETRO);Fazer Mestrado Profissional em Metrologia e Qualidade;false;1;4;100
2378;34312;Fundação Oswaldo Cruz (FIOCRUZ);Obter Diagnóstico de Referência em Poliomielite e outras Enteroviroses;true;0;0;100
2382;34312;Fundação Oswaldo Cruz (FIOCRUZ);Obter a visita do Museu Itinerante Ciência Móvel;false;1;4;0
2403;34313;Fundação Osório (FOSORIO);Obter Declaração de Boletim Escolar;false;24;0;0
2470;36722;Instituto Brasileiro de Museus (IBRAM);Cadastrar Bens Culturais Musealizados Desaparecidos;false;1;0;100
2507;36783;Instituto Nacional da Propriedade Industrial (INPI);Contestar indeferimento de registro de programa de computador.;false;0;0;66
2800;36724;Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA);Obter licença para o uso da configuração de veículos pesados;false;0;0;100
2379;34312;Fundação Oswaldo Cruz (FIOCRUZ);Realizar diagnóstico de referência em Filarioses;false;0;0;0
2438;34307;Fundação Joaquim Nabuco (FUNDAJ);Participar de cursos de curta duração;false;10;8;50
2439;34307;Fundação Joaquim Nabuco (FUNDAJ);Visitar as exposições do Museu do Homem do Nordeste e Engenho Massangana;false;0;0;50
2508;36783;Instituto Nacional da Propriedade Industrial (INPI);Anular registro de programa de computador;false;0;2;66
52;36802;Instituto Nacional do Seguro Social (INSS);Registrar Comunicação de Acidente de Trabalho;false;39;63;66
5207;36802;Instituto Nacional do Seguro Social (INSS);Cadastrar ou Renovar Procuração;false;1;1;50
2383;34312;Fundação Oswaldo Cruz (FIOCRUZ);Realizar ensaios analíticos pela rede de plataformas tecnológicas;false;0;0;100
2182;890;Agência Espacial Brasileira (AEB);Requerer registro de objetos espaciais brasileiros;false;0;2;100
2440;34307;Fundação Joaquim Nabuco (FUNDAJ);Obter assistência técnica para conservação preventiva e de restauração de documentos e obras de arte;false;0;1;0
2188;908;Agência Nacional de Aviação Civil (ANAC);Desinterditar aeródromo excluído das Publicações Aeronáuticas.;false;0;0;100
2474;36722;Instituto Brasileiro de Museus (IBRAM);Inscrever-se no Prêmio Modernização de Museus: Microprojetos;false;0;0;66
2475;36722;Instituto Brasileiro de Museus (IBRAM);Inscrever-se no Prêmio Pontos de Memória;false;0;0;66
2582;55796;Superintendência de Desenvolvimento do Centro-Oeste (SUDECO);Obter Certificado de Capacidade Técnica junto à SUDECO;false;0;4;0
2384;34312;Fundação Oswaldo Cruz (FIOCRUZ);Obter Material Biológico - Leishmania;false;0;1;100
2443;34302;Fundação Cultural Palmares (FCP);Obter auxílio financeiro para projetos de promoção e preservação da cultura afro-brasileira;false;1;4;0
2444;36724;Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA);Obter autorização de exportação da flora nativa e carvão vegetal de espécies exóticas;false;0;4;0
2476;36726;Instituto Chico Mendes de Conservação da Biodiversidade (ICMBio);Obter reconhecimento de propriedade como Reserva Particular do Patrimônio Natural;false;0;1;25
2481;6041;Casa Civil da Presidência da República (CC-PR);Visitar o Museu da Imprensa Nacional;false;2;4;50
2482;6041;Casa Civil da Presidência da República (CC-PR);Participar do Concurso Nacional do Museu da Imprensa;false;2;7;0
2802;36724;Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA);Obter licença para o uso de motores;false;1;0;100
2519;36802;Instituto Nacional do Seguro Social (INSS);Obter Declaração de Regularidade da Situação do Contribuinte Individual;false;41;29;100
2385;34312;Fundação Oswaldo Cruz (FIOCRUZ);Depositar Material Biológico;false;0;0;100
2445;36724;Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA);Obter Autorização para o Transporte Interestadual de Raias de Águas Continentais;false;0;1;0
2546;36802;Instituto Nacional do Seguro Social (INSS);Recolher contribuição em atraso para data anterior à inscrição na Previdência Social;false;26;29;0
2478;36726;Instituto Chico Mendes de Conservação da Biodiversidade (ICMBio);Obter autorização para pesquisa em Unidades de Conservação Federais;false;1;0;100
2521;36802;Instituto Nacional do Seguro Social (INSS);Obter Extrato do INSS para Imposto de Renda;false;312;115;66
1723;37529;Ministério da Fazenda (MF);Obter isenção de impostos na compra de veículos;true;15;163;100
4344;55699;Superintendência da Zona Franca de Manaus (SUFRAMA);Obter remanejamento ou adicional de cota de importação;false;0;0;50
83;37547;Ministério do Turismo (MTur);Cadastrar-se no Site Turismo Acessível;true;7;18;100
2446;36724;Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA);Obter a Guia de transporte interestadual de peixes ornamentais;false;1;3;0
2187;908;Agência Nacional de Aviação Civil (ANAC);Solicitar aprovação do Plano Diretor de um Aeródromo;false;0;0;0
3200;23734;Departamento Nacional de Produção Mineral (DNPM);Requerer Englobamento de Áreas em regime de mineração;false;1;0;0
2189;908;Agência Nacional de Aviação Civil (ANAC);Parcelar multas em dívida corrente;true;7;4;100
2207;909;Agência Nacional de Energia Elétrica (ANEEL);Alterar Plano de Universalização do Serviço Público de Energia Elétrica.;false;0;1;100
2208;909;Agência Nacional de Energia Elétrica (ANEEL);Obter Certificados de Comprovação de Situação junto à ANEEL;false;2;2;100
2210;917;Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP);Obter autorização para o transporte de etanol anidro sem corante;false;0;1;100
2214;917;Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP);Obter autorização para a atividade de processamento de gás natural;false;0;0;0
2386;34312;Fundação Oswaldo Cruz (FIOCRUZ);Obter determinação taxonômica;false;0;0;100
2194;908;Agência Nacional de Aviação Civil (ANAC);Obter alocação de frequências internacionais;false;0;0;0
2447;36724;Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA);Obter autorização para o manejo de fauna exótica invasora;false;5;7;0
2195;908;Agência Nacional de Aviação Civil (ANAC);Obter designador de 3 Letras e Telefonia da Organização de Aviação Civil Internacional;true;0;0;100
2198;916;Agência Nacional do Cinema (ANCINE);Obter Certificado de Produto Brasileiro;true;0;2;50
2448;36724;Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA);Obter anuência para importação de agrotóxicos para fins não-agrícolas;false;0;0;100
2206;909;Agência Nacional de Energia Elétrica (ANEEL);Exercer o direito do contraditório e ampla defesa nos processos pautados em reunião de diretoria;false;0;1;100
2209;909;Agência Nacional de Energia Elétrica (ANEEL);Obter autorização para projetos de rogação à CCC.;false;0;0;0
2211;917;Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP);Cadastrar fornecedor de marcador de solventes.;false;0;0;0
2215;917;Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP);Obter autorização para a atividade de produção de etanol combustível;false;1;1;100
2803;36724;Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA);Obter autorização para uso do Selo Ruído;false;0;0;100
2197;916;Agência Nacional do Cinema (ANCINE);Obter Suporte Seletivo a projetos de Desenvolvimento, Produção e Difusão audiovisuais;false;0;0;66
2199;916;Agência Nacional do Cinema (ANCINE);Registrar Agente Econômico;true;0;1;100
2200;916;Agência Nacional do Cinema (ANCINE);Obter apoio financeiro a projetos de coprodução internacional por intermédio de chamada pública;true;0;0;100
2203;916;Agência Nacional do Cinema (ANCINE);Obter apoio à participação de obras audiovisuais brasileiras em eventos internacionais;true;0;1;100
2204;916;Agência Nacional do Cinema (ANCINE);Obter apoio para participação de produtores brasileiros em Eventos de Mercado e Rodadas de Negócios Internacionais;true;1;0;100
2212;917;Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP);Credenciar firma inspetora.;false;0;0;0
2213;917;Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP);Obter autorização para a atividade de refino de petróleo;false;0;0;0
2216;917;Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP);Obter autorização para a atividade de produção de biodiesel;false;0;2;100
2219;917;Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP);Obter autorização para a atividade de produção de combustível líquido por meio de processo alternativo;false;0;0;0
2387;34312;Fundação Oswaldo Cruz (FIOCRUZ);Pegar emprestado livros na Biblioteca de Manguinhos;false;0;1;0
2222;917;Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP);Obter aprovação da Documentação de Segurança Operacional das unidades marítimas de perfuração e produção de petróleo e gás.;false;0;0;0
2225;917;Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP);Obter autorização para Revenda Varejista de Gás Natural Veicular;false;0;0;100
2389;34313;Fundação Osório (FOSORIO);Matricular-se na Fundação Osorio.;false;9;7;0
2234;910;Agência Nacional de Saúde Suplementar (ANS);Obter vistas e cópias de processos de ressarcimento ao SUS;false;0;0;100
2449;36724;Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA);Obter anuência para importação de remediadores ambientais;false;0;1;100
2235;910;Agência Nacional de Saúde Suplementar (ANS);Consultar cadastro de beneficiários junto à ANS.;false;18;2;100
2238;910;Agência Nacional de Saúde Suplementar (ANS);Suspender ou reativar comercialização de plano de saúde;false;0;0;0
2451;36724;Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA);Obter anuência para importação de substâncias controladas pela Convenção de Estocolmo;false;0;1;100
2255;913;Agência Nacional de Transportes Terrestres (ANTT);Solicitar reativação de registro no Registro Nacional de Transportadores Rodoviários de Cargas;false;2;517;0
2483;36790;Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira (INEP);Obter índice de Desenvolvimento da Educação Básica;true;6;4;100
2223;917;Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP);Obter a aprovação da Documentação de Segurança Operacional de instalações terrestres de produção, armazenamento e transferência de petróleo e gás.;false;0;0;0
2224;917;Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP);Obter autorização para Revenda Varejista de Combustível Automotivo;false;0;0;100
3368;23734;Departamento Nacional de Produção Mineral (DNPM);Incluir nova substância ao título minerário de pesquisa;false;0;0;0
2230;917;Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP);Obter autorização para uso de sistema de medição da produção de petróleo e gás natural;false;0;1;0
2231;917;Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP);Obter autorização para aquisição de dados de Exploração e Produção;false;0;0;100
2452;36724;Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA);Registrar remediadores ambientais;false;0;0;100
2232;910;Agência Nacional de Saúde Suplementar (ANS);Verificar a situação e a regularidade cadastral junto à ANS;true;3;2;100
2239;910;Agência Nacional de Saúde Suplementar (ANS);Pagar ou parcelar débitos junto à ANS;false;1;1;100
2453;36724;Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA);Obter anuência para pesquisa e experimentação com remediadores ambientais;false;0;1;100
2250;913;Agência Nacional de Transportes Terrestres (ANTT);Obter licença de viagem em regime de fretamento excepcional;true;1;0;100
2252;913;Agência Nacional de Transportes Terrestres (ANTT);Solicitar autorização para prestação não regular e eventual de serviços de transporte ferroviário de passageiros com finalidade turística;false;0;0;0
2254;913;Agência Nacional de Transportes Terrestres (ANTT);Obter Licença Complementar para transporte rodoviário internacional de passageiros;false;1;1;50
2229;917;Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP);Obter enquadramento de beneficiário para fins de participações governamentais do petróleo e gás natural;false;0;0;0
2390;34313;Fundação Osório (FOSORIO);Desligar aluno da Fundação Osório;false;0;0;0
2405;34299;Fundação Alexandre de Gusmão (FUNAG);Fazer download gratuito de livros sobre temas das relações internacionais e política externa brasileira;true;2;13;100
2414;34309;Fundação Nacional de Artes (FUNARTE);Obter auxílio financeiro para montagem e circulação de espetáculos;false;0;0;20
2454;36724;Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA);Registrar Atividades Potencialmente Poluidoras ou Utilizadoras de Recursos Ambientais;true;9;1;100
2456;36724;Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA);Obter autorização para exportação de resíduos;false;0;2;100
2458;36724;Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA);Obter autorização para o trânsito de resíduos;false;0;0;100
2560;34306;Fundação Instituto de Pesquisa Econômica Aplicada (IPEA);Obter bolsa de pesquisa nacional;false;0;2;66
2236;910;Agência Nacional de Saúde Suplementar (ANS);Obter aprovação de programas de promoção da saúde e prevenção de riscos e doenças;true;0;0;100
2237;910;Agência Nacional de Saúde Suplementar (ANS);Emitir certidão de situação cadastral de plano de saúde;false;4;1;0
